rowid,pl_name,hostname,pl_orbper,pl_orblper,pl_orbtper,pl_orbsmax,pl_orbeccen,st_rad,st_mass
324,MOA-2016-BLG-526L b,MOA-2016-BLG-526L,,,,2.07,,,0.37
325,TOI-1723 b,TOI-1723,13.727012643,90.0,,0.113496,0.0,1.09,1.04
326,TOI-1776 b,TOI-1776,2.799868,90.0,,0.0378,0.0,0.9356,0.9196
327,OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,,,,2.5,,,0.55
328,GJ 238 b,GJ 238,1.7446999,,,0.02123,,0.4314,0.4193
329,TOI-2088 b,TOI-2088,124.72997,90.0,,0.472,0.0,0.8481,0.9027
330,TOI-2120 b,TOI-2120,5.7998164,,,0.0377,0.32,0.245,0.211
331,TOI-2128 b,TOI-2128,16.34136,90.0,,0.127,0.0,1.1174,1.0251
332,TOI-1898 b,TOI-1898,45.52234,70.99,,0.269,0.485,1.6131,1.2484
333,TOI-2019 b,TOI-2019,15.3444,57.0,,0.128,0.0,1.7457,1.1832
334,Gliese 12 b,Gliese 12,12.761408,,,0.0668,0.5,0.2617,0.2414
335,UCAC3 113-933 b,UCAC3 113-933,,,,6100.0,,0.564484,0.61
336,TOI-2374 b,TOI-2374,4.31361,,,0.0471,0.13,0.69,0.75
337,TOI-1269 b,TOI-1269,4.2529913,90.0,,0.0496,0.0,0.8521,0.9027
338,TOI-1244 b,TOI-1244,6.400316483,90.0,,0.060694,0.0,0.721,0.73
339,TOI-1279 b,TOI-1279,9.61419,90.0,,0.085,0.0,0.8426,0.8784
340,TOI-1249 b,TOI-1249,13.079151,90.0,,0.109,0.0,0.9785,1.0062
341,TOI-1248 b,TOI-1248,4.3601561,90.0,,0.051,0.0,0.8686,0.9042
342,TOI-1437 b,TOI-1437,18.840942,-96.3,,0.14,0.17,1.17,1.1
343,TOI-1410 c,TOI-1410,47.56,90.0,,0.239,0.0,0.7558,0.7941
344,KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,,,,3.58,,,0.73
345,TOI-1836 c,TOI-1836,1.7727471,90.0,,0.03089,0.0,1.6454,1.2518
346,TOI-1294 c,TOI-1294,159.9,90.0,,0.61,0.0,1.5566,1.1578
347,TOI-1294 b,TOI-1294,3.915292,90.0,,0.051,0.0,1.5566,1.1578
348,TOI-1823 b,TOI-1823,38.8,74.0,,0.212,0.0,0.8049,0.8414
349,TOI-1836 b,TOI-1836,20.380799,90.0,,0.1597,0.0,1.577,1.307
350,TOI-1824 b,TOI-1824,22.808533,90.0,,0.151,0.0,0.8123,0.8801
351,UCAC4 328-061594 b,UCAC4 328-061594,,,,19000.0,,,1.19
352,TOI-1451 b,TOI-1451,16.537944,90.0,,0.127,0.0,1.0162,1.0022
353,TOI-1448 b,TOI-1448,8.112245,,,0.0567,0.36,0.38,0.372
354,TOI-1798.01,TOI-1798,8.021522331,90.0,,0.074984,0.0,0.78,0.87
355,TOI-1794 b,TOI-1794,8.765528,90.0,,0.082,0.0,1.3162,0.9698
356,TOI-1439 b,TOI-1439,27.644,110.0,,0.192,0.157,1.6184,1.2313
357,TOI-1669 c,TOI-1669,2.6800535,90.0,,0.0376,0.0,1.0561,0.9867
358,TOI-1472 b,TOI-1472,6.36381,90.0,,0.065,0.0,0.8377,0.9154
359,TOI-1443 b,TOI-1443,23.540678,90.0,,0.147,0.0,0.7511,0.7663
360,GJ 900 b,GJ 900 A,,,,12000.0,,0.716187,1.08
361,OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,,,,1.88,,,0.41
362,TOI-260 b,TOI-260,13.475853,90.0,,0.0943,0.0,0.607,0.616
363,TOI-1799 b,TOI-1799,7.094570865,90.0,,0.072502,0.0,0.957,1.01
364,TOI-1742 b,TOI-1742,21.269084,37.0,,0.154,0.3,1.131,1.0861
365,TOI-1758 b,TOI-1758,20.705074685,90.0,,0.141409,0.0,0.81,0.88
366,TOI-1753 b,TOI-1753,5.3846104,90.0,,0.059,0.0,0.9715,0.9483
367,TOI-1775 b,TOI-1775,10.2405549,90.0,,0.08,0.0,0.8288,0.9218
368,TOI-406.01,TOI-406,13.175682,169.0,,0.0809,0.056,0.41,0.408
369,TOI-3353.01,TOI-3353,4.6657965,,,0.060118218,,1.0207,1.332089
370,TOI-663 d,TOI-663,7.1027268,,,0.0576,,0.512,0.514
371,HIP 39017 b,HIP 39017,31000.0,174.0,2469682.0,22.1,0.55,1.51987,1.52
372,TOI-1683.01,TOI-1683,3.0575356,,,0.036507593,,0.7,0.694661
373,TOI-5076 b,TOI-5076,23.443162,90.0,,0.1481,0.0,0.844,0.789
374,TOI-907.01,TOI-907,4.5849129,,,0.055225481,,2.059789,1.069357
375,TOI-663 c,TOI-663,4.6955507,,,0.0437,,0.512,0.514
376,TOI-663 b,TOI-663,2.598902,,,0.0295,,0.512,0.514
377,TOI-654.01,TOI-654,1.527561,0.0,,0.01944,0.0,0.43,0.419
378,TOI-880.02,TOI-880,2.57571,,,0.0349,,0.83,0.87
379,TOI-815 b,TOI-815,11.197259,,,0.0903,0.2,0.77,0.776
380,TOI-261.01,TOI-261,3.3639254,,,0.034792189,,1.28018,0.496728
381,TOI-815 c,TOI-815,34.976145,,,0.193,0.22,0.77,0.776
382,SPECULOOS-3 b,SPECULOOS-3,0.71912603,,,0.00733,,0.123,0.1009
383,TOI-1410.01,TOI-1410,1.21687,90.0,,0.0207,0.0,0.7558,0.7941
384,TOI-5720 b,TOI-5720,1.4344555,,,0.018288,,0.383,0.383
385,TOI-5388.01,TOI-5388,2.594675,,,0.024335855,,0.31,0.28572
386,TOI-2447 b,TOI-2447,69.33684,-105.0,,0.347,0.17,1.006,1.034
387,HD 73344 b,HD 73344,15.611,153.891,,0.131,0.03,1.22,1.2
388,TOI-4602.01,TOI-4602,3.9812091,,,0.05099712,,1.15664,1.116795
389,TOI-4443.01,TOI-4443,1.8498567,,,0.029962645,,1.01733,1.049133
390,TOI-4527.01,TOI-4527,0.3994445,,,0.008332353,,0.485948,0.483901
391,TOI-4633 c,TOI-4633,271.9445,-21.0,,0.847,0.117,1.05,1.1
392,TOI-4495.01,TOI-4495,5.1830043,,,0.061732577,,1.34,1.168817
393,TIC 393818343 b,TIC 393818343,16.24921,1.69,2459810.145,0.1291,0.6058,1.086,1.082
394,TOI-6086 b,TOI-6086,1.3888725,,,0.01541,,0.259,0.254
395,TOI-6008 b,TOI-6008,0.8574347,,,0.010777,,0.242,0.23
396,OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,,,,3.7,,,0.71
397,KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,,,,3.2,,,0.57
398,TOI-1450 A b,TOI-1450 A,2.0439274,,,,,0.483,0.48
399,TOI-1806.01,TOI-1806,15.1454693,,,0.087735044,,0.401575,0.392935
400,TOI-128.01,TOI-128,4.9404681,,,0.05381019,,1.13,0.851969
401,TOI-5082.01,TOI-5082,4.240122,,,0.051204842,,0.93,0.99665
402,TOI-1798.02,TOI-1798,0.437811822,90.0,,0.010789,0.0,0.78,0.87
403,TOI-1450 A c,TOI-1450 A,5.0688,,,,,0.483,0.48
404,OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,,,,5.75,,,0.5
405,TOI-4336 A b,TOI-4336 A,16.336334,,,0.0872,,0.328,0.331
406,NGTS-26 b,NGTS-26,4.5199279,,,0.049,0.0,1.16,0.96
407,TIC 139270665 b,TIC 139270665,23.624,-62.0,2459582.8,0.163,0.105,1.016,1.035
408,OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,,,,3.76,,,0.69
409,NGTS-27 b,NGTS-27,3.3704181,,,0.0446,0.0,1.77,1.07
410,TIC 139270665 c,TIC 139270665,1010.0,-44.3,2459837.3,2.0,0.566,1.016,1.035
411,NGTS-30 b,NGTS-30,98.29838,3.4,,0.408,0.294,0.913,0.94
412,TOI-1994 b,TOI-1994,4.0337142,131.6,,0.0613,0.341,2.3,1.86
413,MOA-2022-BLG-563L b,MOA-2022-BLG-563L,,,,2.15,,,0.48
414,HD 104067 c,HD 104067,13.8992,37.0,2455191.6,0.1058,0.29,0.78,0.82
415,OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,,,,2.09,,,0.63
416,OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,,,,2.53,,,0.46
417,KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,,,,1.18,,,0.17
418,BD-14 3065 b,BD-14 3065 A,4.2889731,54.0,,0.0656,0.066,2.35,1.41
419,CI Tau c,CI Tau,25.2,344.0,2458821.9,0.17,0.58,1.880857,0.9
420,TOI-4438 b,TOI-4438,7.44628,-70.0,,0.0534,0.14,0.372,0.368
421,KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,,,,1.41,,,0.17
422,NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,77.48,90.0,,0.384,0.0,2.13,1.26
423,TIC 4672985 b,TIC 4672985,69.048,126.3,,0.33,0.018,1.15,1.01
424,KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,,,,2.96,,,0.63
425,KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,,,,2.31,,,0.47
426,OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,,,,1.14,,,0.32
427,KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,,,,2.96,,,0.61
428,HD 77946 b,HD 77946,6.527363,9.2,,0.073,0.211,1.3174,1.1973
429,M62H b,M62H,0.132935028,,2460130.36532,,,,1.4
430,TOI-2529 b,TOI-2529,64.5949,103.8,,0.327,0.021,1.7,1.11
431,HS Psc b,HS Psc,3.986,176.25,2458486.71,0.0435,0.27,0.65,0.69
432,TOI-4515 b,TOI-4515,15.266446,169.9,,0.118,0.461,0.86,0.949
433,TOI-1199 b,TOI-1199,3.671463,57.0,,0.04988,0.03,1.45,1.23
434,LHS 1678 d,LHS 1678,4.9652229,23.0,,0.04,0.036,0.329,0.345
435,TOI-1751 b,TOI-1751,37.46852,120.0,,0.215,0.327,1.3137,0.9382
436,TOI-1135 b,TOI-1135,8.0277283,,,0.082337403,0.0,1.15,1.156039
437,TOI-238 c,TOI-238,8.465651,,,0.0749,0.36,0.733,0.79
438,TOI-238 b,TOI-238,1.273114,,,0.0212,0.18,0.75,0.788
439,TOI-1273 b,TOI-1273,4.631296,110.0,,0.0549,0.055,1.06,1.06
440,Teegarden's Star d,Teegarden's Star,26.13,345.0,,0.0791,0.07,0.12,0.097
441,TOI-1386 b,TOI-1386,25.8401,90.0,2458744.1,0.173,0.0,1.0235,1.0363
442,TOI-1386 c,TOI-1386,232.0,71.0,2458656.0,0.75,0.38,1.0235,1.0363
443,TOI-1347 b,TOI-1347,0.84742346,90.0,,0.0171,0.0,0.83,0.913
444,TOI-1347 c,TOI-1347,4.841962,90.0,,0.0546,0.0,0.83,0.913
445,HD 63433 d,HD 63433,4.209075,,,0.0503,0.16,0.912,0.99
446,HD 134606 c,HD 134606,58.883,172.0,2455031.6,0.3007,0.055,1.158,1.046
447,Wolf 327 b,Wolf 327,0.5734745,,,0.01,0.0,0.406,0.405
448,HD 134606 f,HD 134606,26.915,63.0,2455504.4,0.1784,0.081,1.158,1.046
449,HD 134606 e,HD 134606,4.3203,54.0,2455500.27,0.0527,0.2,1.158,1.046
450,Kepler-139 e,Kepler-139,2047.635373,,,3.23579639,0.013121,1.045,1.078
451,Kepler-139 d,Kepler-139,7.305699922,,,0.0755533961,0.0,1.045,1.078
452,TOI-2266 b,TOI-2266,2.326318,,,0.02,,0.24,0.23
453,Kepler-100 e,Kepler-100,60.888588,,,0.312391586,0.026437,1.5,1.097
454,HIP 77900 b,HIP 77900,,,,3319.0,,,
455,HD 134606 b,HD 134606,12.089,157.0,2455003.0,0.1046,0.092,1.158,1.046
456,ITG 15 b,ITG 15 A,,,,435.0,,,
457,HD 134606 d,HD 134606,966.5,194.0,2455100.0,1.941,0.092,1.158,1.046
458,2MASS J11550485-7919108 b,2MASS J11550485-7919108,,,,587.0,,0.600455,0.58846
459,2MASS J03590986+2009361 b,2MASS J03590986+2009361,,,,572.0,,0.289776,0.264996
460,2MASS J11011926-7732383 b,2MASS J11011926-7732383,,,,266.0,,,
461,Kepler-48 f,Kepler-48,5219.681854,,,5.719187877,0.015283,0.836,0.916
462,2MASS J21252752-8138278 b,2MASS J21252752-8138278,,,,7493.0,,0.672832,0.643977
463,G 196-3 b,G 196-3,,,,350.0,,0.522432,0.519782
464,AU Mic d,AU Mic,12.73596,160.7894,,,0.00305,0.744,0.51
465,BD+42 2315 b,BD+42 2315,123.05,109.2,,0.54,0.73,17.85,1.38
466,HD 112570 b,HD 112570,2615.0,301.0,2455657.0,3.9,0.2,9.85,1.15
467,OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,,,,5.19,,,0.545
468,TOI-2010 b,TOI-2010,141.834025,98.8,2458572.7,0.5516,0.212,1.079,1.112
469,TOI-904 b,TOI-904,10.8772,,,0.056,,0.527,0.557
470,TOI-904 c,TOI-904,83.9997,,,0.312,,0.527,0.557
471,LHS 3154 b,LHS 3154,3.71778,82.0,2458874.02,0.02262,0.076,0.1405,0.1118
472,BD+37 3172 b,BD+37 3172,1887.76,100.07,,4.65,0.59,50.24,3.75
473,TOI-4641 b,TOI-4641,22.09341,,,0.173,0.074,1.72,1.41
474,TOI-2373 b,TOI-2373,13.33668,15.0,,0.112,0.112,1.102,1.041
475,TOI-2524 b,TOI-2524,7.18585,,,0.073,0.0,1.119,1.007
476,TOI-2416 b,TOI-2416,8.275479,30.0,,0.0831,0.32,1.236,1.118
477,HD 154391 b,HD 154391,5163.0,310.0,2459075.0,7.46,0.2,8.56,2.07
478,TOI-4377 b,TOI-4377,4.378081,-0.73,,0.0579,0.045,3.52,1.36
479,TOI-4551 b,TOI-4551,9.95581,2.37,,0.0994,0.101,3.55,1.31
480,Kepler-1660 AB b,Kepler-1660 A,239.5044,-46.17,2454995.73,0.8,0.05541,1.491,1.1366
481,HD 110067 b,HD 110067,9.113678,,,0.0793,,0.788,0.798
482,TOI-1739 b,TOI-1739,8.303341406,,,0.073872,,0.781,0.78
483,HD 88986 b,HD 88986,146.05,306.0,,0.58,0.24,1.543,1.25
484,TOI-771 b,TOI-771,2.3260155,-130.0,,0.0208,0.055,0.232,0.22
485,TOI-1467 b,TOI-1467,5.97114713,90.0,,0.050748,0.0,0.491,0.489
486,TOI-858 B b,TOI-858 B,3.2797178,,,0.04435,0.15,1.308,1.081
487,TOI-1408 b,TOI-1408,4.42587,170.0,,0.05778,0.0023,1.53,1.312
488,TOI-2141 b,TOI-2141,18.261608,90.0,,0.1322,0.21,0.95,0.896
489,HD 110067 f,HD 110067,41.05854,,,0.2163,,0.788,0.798
490,TOI-4559 b,TOI-4559,3.965991,,,0.0359,,0.374,0.392
491,HD 110067 c,HD 110067,13.673694,,,0.1039,,0.788,0.798
492,TOI-2068 b,TOI-2068,7.768915,,,0.0632,,0.535,0.559
493,TOI-871 b,TOI-871,14.362565,,,0.1054,,0.719,0.758
494,HD 110067 g,HD 110067,54.76992,,,0.2621,,0.788,0.798
495,HD 110067 e,HD 110067,30.793091,,,0.1785,,0.788,0.798
496,HD 110067 d,HD 110067,20.519617,,,0.1362,,0.788,0.798
497,TOI-5799 b,TOI-5799,4.164507,,,0.0348,,0.321,0.325
498,TOI-1420 b,TOI-1420,6.9561063,-165.0,,0.071,0.17,0.923,0.987
499,TOI-4860 b,TOI-4860,1.5227591,240.0,,0.01808,0.008,0.358,0.34
500,TOI-1736 c,TOI-1736,571.25,162.22,,1.37,0.3685,1.4286,1.0373
501,TOI-669 b,TOI-669,3.945152,90.0,,0.048,0.0,0.9882,0.9245
502,TOI-1736 b,TOI-1736,7.073076,90.0,,0.073,0.0,1.4286,1.0373
503,HAT-P-2 c,HAT-P-2,8500.0,38.0,2454150.0,,0.37,1.416,1.33
504,DMPP-4 b,DMPP-4,3.4982,200.0,,0.04853,0.063,1.38,1.25
505,HD 135694 b,HD 135694,15.923475568,82.5,,0.124695,0.0,1.08,1.02
506,TOI-1194 b,TOI-1194,2.3106446,90.0,,0.034,0.0,0.9608,0.9835
507,TOI-5126 b,TOI-5126,5.4588385,0.0,,0.06519,0.0,1.241,1.24
508,TOI-5126 c,TOI-5126,17.8999,0.0,,0.1439,0.0,1.241,1.24
509,TOI-2134 b,TOI-2134,9.2292005,109.0,2459407.89,0.078,0.06,0.709,0.744
510,HD 25463 b,HD 25463,7.0491423,90.0,,0.076,0.0,1.4182,1.251
511,HD 25463 c,HD 25463,3.04405,90.0,,0.0443,0.0,1.4182,1.251
512,TOI-544 c,TOI-544,50.089,11.0,2459205.4,,0.32,0.623,0.631
513,TOI-5398 c,TOI-5398,4.77271,172.0,,0.057,0.14,1.051,1.146
514,GJ 806 c,GJ 806,6.64064,,,0.0523,,0.4144,0.413
515,HIP 8152 c,HIP 8152,19.60562,110.0,,0.139,0.2,0.9603,0.9373
516,HIP 8152 b,HIP 8152,10.751014,90.0,,0.093,0.0,0.9603,0.9373
517,TOI-1801 b,TOI-1801,10.64387,90.0,,0.075,0.0,0.547,0.556
518,TOI-5344 b,TOI-5344,3.792622,95.0,,0.04041,0.054,0.588,0.612
519,TOI-2015 b,TOI-2015,3.348237,90.0,,0.029322,0.0789,0.3273,0.3041
520,HD 6061 b,HD 6061,5.2549,90.0,,0.06,0.0,1.0072,1.0269
521,Kepler-1513 c,Kepler-1513,841.4,313.0,,,0.125,0.95,0.943
522,GJ 806 b,GJ 806,0.9263237,,,0.01406,,0.4144,0.413
523,GJ 3988 b,GJ 3988,6.9442,0.0,2457509.78,0.0405,0.0,0.19734,0.1842
524,HD 42813 b,HD 42813,13.6308205,90.0,,0.111,0.0,0.98,0.901
525,TOI-2134 c,TOI-2134,95.5,133.0,2459721.2,0.371,0.67,0.709,0.744
526,KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,,,,0.9,,,0.13
527,KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,,,,4.5,,,0.72
528,GJ 724 b,GJ 724,5.101284,33.2,2457509.766,0.04685,0.577,0.52226,0.5271
529,HIP 113103 b,HIP 113103,7.610303,-10.0,,0.06899,0.17,0.742,0.761
530,TOI-199 c,TOI-199,273.69,8.0,,0.807,0.096,0.82,0.936
531,TOI-199 b,TOI-199,104.854,350.0,,0.4254,0.09,0.82,0.936
532,TOI-1853 b,TOI-1853,1.2436258,,,0.0213,0.03,0.808,0.837
533,HIP 66074 b,HIP 66074,310.9,-155.0,2459962.48,0.799,0.948,0.69,0.705
534,GJ 328 c,GJ 328,241.8,,,0.657,,0.63,0.65
535,HIP 113103 c,HIP 113103,14.245648,-70.0,,0.10479,0.17,0.742,0.761
536,TOI-4600 b,TOI-4600,82.6869,260.0,,0.349,0.25,0.81,0.89
537,TOI-4600 c,TOI-4600,482.8191,142.0,,1.152,0.21,0.81,0.89
538,75 Cet c,75 Cet,2051.62,123.0,2454284.9,3.929,0.023,10.38,1.92
539,TOI-3785 b,TOI-3785,4.6747373,96.26,,0.043,0.11,0.5,0.52
540,HD 185283 b,HD 185283,4060.0,281.0,2454136.0,4.6,0.07,0.743303,0.8
541,HD 15906 b,HD 15906,10.924709,160.5,,0.09,0.11,0.762,0.79
542,HD 15906 c,HD 15906,21.583298,247.9,,0.141,0.04,0.762,0.79
543,LHS 475 b,LHS 475,2.029088,,,0.02037,0.0,0.2789,0.262
544,rho CrB e,rho CrB,12.949,-0.6,2455496.2,0.1061,0.126,1.34,0.95
545,GJ 9404 b,GJ 9404,13.4586,109.0,2457095.3,0.0943,0.49,0.626041,0.62
546,HD 75302 b,HD 75302,4356.0,307.0,2457607.0,5.3,0.39,0.940904,1.06
547,HD 73256 c,HD 73256,2690.0,300.0,2454244.0,3.8,0.16,0.944723,1.0
548,HIP 9618 c,HIP 9618,52.56363,90.0,,0.269,0.0,0.9593,0.942
549,HD 108202 b,HD 108202,2990.0,78.0,2454266.0,3.7,0.52,0.66355,0.74
550,HIP 9618 b,HIP 9618,20.772858,90.0,,0.145,0.0,0.9593,0.942
551,HD 36384 b,HD 36384,490.0,197.6,2455982.8,1.3,0.2,38.4,1.14
552,rho CrB d,rho CrB,282.2,0.0,2455512.0,0.827,0.0,1.34,0.95
553,HIP 29442 c,HD 42813,3.5379559,,,0.04518,,0.98,0.901
554,HD 99492 c,HD 99492,95.233,137.5,,,0.063,0.822539,0.85
555,HIP 29442 d,HD 42813,6.429575,,,0.0673,,0.98,0.901
556,TOI-332 b,TOI-332,0.777038,0.0,,0.0159,0.0,0.87,0.88
557,HD 135625 b,HD 135625,4055.0,89.0,2455946.0,5.4,0.16,1.35743,1.28
558,TOI-622 b,TOI-622,6.402513,,,0.0708,0.42,1.415,1.313
559,TOI-615 b,TOI-615,4.6615983,,,0.0678,0.39,1.732,1.449
560,KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,,,,1.9,,,0.53
561,TOI-1470 c,TOI-1470,18.08816,,,0.106,0.5,0.469,0.471
562,K2-416 b,K2-416,13.102,,,0.088,,0.554,0.548
563,TOI-1470 b,TOI-1470,2.527093,,,0.0285,0.3,0.469,0.471
564,HIP 81208 C b,HIP 81208 C,104100.0,,,23.04,,,0.135
565,KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,,,,1.07,,,0.29
566,GJ 367 d,GJ 367,34.369,-126.0,,,0.14,0.458,0.455
567,KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,,,,0.96,,,0.21
568,HD 112300 b,HD 112300,466.63,333.29,2453611.56,1.33,0.36,65.8,1.4
569,KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,,,,4.5,,,0.73
570,GJ 367 c,GJ 367,11.5301,-34.0,,,0.09,0.458,0.455
571,HN Lib b,HN Lib,36.116,,,0.1417,0.079,0.299,0.291
572,TOI-1052 b,TOI-1052,9.139703,-119.0,,0.09103,0.18,1.264,1.204
573,MWC 758 c,MWC 758,,,,100.0,,2.01446,1.5
574,HD 235088 b,HD 235088,7.4341325,90.0,,0.0706,0.0,0.772,0.849
575,TOI-4010 b,TOI-4010,1.348335,0.0,,0.0229,0.03,0.83,0.88
576,WASP-193 b,WASP-193,6.2463345,,,0.0676,0.056,1.239,1.059
577,TOI-1052 c,TOI-1052,35.806,-45.0,,0.2263,0.237,1.264,1.204
578,TOI-4010 c,TOI-4010,5.414654,57.0,,0.058,0.03,0.83,0.88
579,TOI-4010 d,TOI-4010,14.70886,109.0,,0.113,0.07,0.83,0.88
580,TOI-784 b,HD 307842,2.7970365,90.0,,0.038,0.0,0.907,0.91
581,TOI-4201 b,TOI-4201,3.5819194,130.0,,0.04,0.041,0.63,0.61
582,TOI-3984 A b,TOI-3984 A,4.353326,-54.0,,0.041,0.23,0.47,0.49
583,K2-417 b,K2-417,6.535,,,0.063,,0.5776,0.569
584,TOI-5293 A b,TOI-5293 A,2.930289,-92.0,,0.034,0.38,0.52,0.54
585,KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,,,,1.64,,,0.32
586,TOI-1680 b,TOI-1680,4.8026345,,,0.03144,,0.2106,0.1798
587,TOI-2641 b,TOI-2641,4.880974,,,0.0607,0.18,1.336,1.16
588,HD 6860 b,HD 6860,663.87,7.54,2453272.89,2.03,0.28,86.4,2.49
589,TOI-4010 e,TOI-4010,762.0,138.0,,1.57,0.26,0.83,0.88
590,TOI-4127 b,TOI-4127,56.39879,129.6,,0.3081,0.7471,1.293,1.23
591,TOI-2018 b,TOI-2018,7.435583,,,,0.0,0.62,0.57
592,KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,,,,2.44,,,0.39
593,TOI-2000 c,TOI-2000,9.127055,196.0,,0.0878,0.063,1.134,1.082
594,KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,,,,5.67,,,0.7
595,KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,,,,1.38,,,0.18
596,OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,,,,6.99,,,0.66
597,WASP-84 c,WASP-84,1.4468849,,,0.02359,,0.768,0.853
598,BD-210397 b,BD-210397,1891.0,-55.0,2456490.0,2.63,0.1,0.747,0.679
599,BD-210397 c,BD-210397,6240.0,174.0,2460193.0,5.9,0.43,0.747,0.69
600,HD 94771 b,HD 94771,2164.0,90.0,2455485.0,3.48,0.39,1.903,1.2
601,HIP 54597 b,HIP 54597,3274.0,164.0,2454482.0,4.0,0.03,0.66,0.8
602,TOI-4184 b,TOI-4184,4.9019804,,,0.0336,,0.2347,0.2109
603,TOI-2000 b,TOI-2000,3.09833,,,0.04271,0.0,1.134,1.082
604,HD 74698 c,HD 74698,3449.0,103.0,2457457.0,4.5,0.2,1.333,1.039
605,TOI-908 b,TOI-908,3.183792,35.856,,0.041657,0.132,1.028,0.95
606,HD 74698 b,HD 74698,15.017,143.0,2455499.0,0.121,0.1,1.333,1.039
607,KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,,,,1.85,,,0.34
608,KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,,,,3.02,,,0.63
609,TOI-5678 b,TOI-5678,47.73022,208.0,,0.249,0.14,0.938,0.905
610,MOA-2022-BLG-249L b,MOA-2022-BLG-249L,,,,1.63,,,0.18
611,HD 22946 d,HD 22946,47.42489,,,0.2958,,1.117,1.098
612,TOI-2084 b,TOI-2084,6.0784247,,,0.05006,,0.475,0.453
613,OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,,,,1.84,,,0.91
614,KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,,,,1.79,,,0.37
615,Kepler-949 c,Kepler-949,20.99757968,,,0.1394,0.0,0.895,0.817
616,Kepler-1983 b,Kepler-1983,7.32851947,,,0.0689,0.0,0.874,0.812
617,Kepler-1977 b,Kepler-1977,4.53702121,,,0.0486,0.0,0.688,0.769
618,Kepler-1995 b,Kepler-1995,73.7578875,,,0.3259,0.0,0.93,0.847
619,Kepler-1921 c,Kepler-1921,3.15722086,,,0.0454,0.0,2.0,1.251
620,Kepler-1996 b,Kepler-1996,32.376183,,,0.1789,0.0,0.675,0.748
621,Kepler-1999 b,Kepler-1999,8.7396758,,,0.0713,0.0,0.628,0.632
622,Kepler-1998 b,Kepler-1998,3.03267135,,,0.0405,0.0,0.921,0.962
623,Kepler-1052 c,Kepler-1052,180.921729,,,0.6135,0.0,0.848,0.937
624,Kepler-864 c,Kepler-864,2.42150341,,,0.0382,0.0,1.195,1.27
625,Kepler-896 c,Kepler-896,29.5422566,,,0.1792,0.0,0.803,0.877
626,Kepler-880 c,Kepler-880,11.8061737,,,0.1216,0.0,2.599,1.714
627,Kepler-865 c,Kepler-865,6.20920207,,,0.061,0.0,0.885,0.782
628,Kepler-290 d,Kepler-290,0.764017553,,,0.0154,0.0,0.755,0.84
629,Kepler-1996 c,Kepler-1996,92.7297248,,,0.3608,0.0,0.675,0.748
630,Kepler-2001 b,Kepler-2001,1.090011003,,,0.0197,0.0,0.77,0.864
631,Kepler-1997 b,Kepler-1997,26.7575866,,,0.1815,0.0,1.052,1.111
632,TOI-778 b,TOI-778,4.633611,28.0,,0.06,0.21,1.71,1.4
633,Kepler-1987 b,Kepler-1987,2.345863002,,,0.0318,0.0,0.714,0.799
634,Kepler-784 c,Kepler-784,17.157236,,,0.1309,0.0,1.487,1.016
635,Kepler-763 d,Kepler-763,6.50327035,,,0.0634,0.0,0.843,0.8
636,Kepler-1986 b,Kepler-1986,19.5489666,,,0.1307,0.0,0.732,0.776
637,Kepler-1987 c,Kepler-1987,3.64830183,,,0.0427,0.0,0.714,0.799
638,HD 165131 b,HD 165131,2342.6,3.61,2455590.1,3.54,0.6708,1.06419,1.06
639,Kepler-549 d,Kepler-549,24.61480613,,,0.1575,0.0,0.986,0.859
